,종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액,EPS,PER,BPS,PBR,주당배당금,배당수익률
20,105560,KB금융,KOSPI,기타금융,46500,500,1.09,19335068280000,8451.0,5.5,92672.0,0.5,2210,4.75
21,003550,LG,KOSPI,기타금융,105500,-2000,-1.86,18204777320500,6143.0,17.17,107050.0,0.99,2200,2.09
22,055550,신한지주,KOSPI,기타금융,33650,-100,-0.3,17381127997750,7000.0,4.81,79682.0,0.42,1850,5.5
23,015760,한국전력,KOSPI,전기가스업,27000,-50,-0.18,17333030079000,,,105140.0,0.26,0,0.0
24,018260,삼성에스디에스,KOSPI,서비스업,219500,14500,7.07,16984427100000,9521.0,23.05,84595.0,2.59,2400,1.09
25,032830,삼성생명,KOSPI,보험,80700,100,0.12,16140000000000,5443.0,14.83,178335.0,0.45,2650,3.28
26,009150,삼성전기,KOSPI,전기전자,193000,11000,6.04,14415883328000,6806.0,28.36,68106.0,2.83,1100,0.57
27,326030,SK바이오팜,KOSPI,서비스업,159500,1000,0.63,12490963375000,,,,,0,0.0
28,090430,아모레퍼시픽,KOSPI,화학,203500,3500,1.75,11896302715000,3477.0,58.53,65050.0,3.13,1000,0.49
29,251270,넷마블,KOSPI,서비스업,134000,4500,3.47,11503270602000,1883.0,71.16,51919.0,2.58,0,0.0
30,033780,KT&G,KOSPI,기타제조업,83400,600,0.72,11450194249800,8208.0,10.16,63008.0,1.32,4400,5.28
31,086790,하나금융지주,KOSPI,기타금융,37700,900,2.45,11319125737400,7898.0,4.77,93673.0,0.4,2100,5.57
32,011170,롯데케미칼,KOSPI,화학,301000,-3000,-0.99,10316901119000,20860.0,14.43,385244.0,0.78,6700,2.23
33,018880,한온시스템,KOSPI,기계,18450,2100,12.84,9848610000000,597.0,30.9,4153.0,4.44,320,1.73
34,009830,한화솔루션,KOSPI,화학,56700,1300,2.35,9064316979900,,,35228.0,1.61,200,0.35
35,000810,삼성화재,KOSPI,보험,190500,1500,0.79,9024906448500,15126.0,12.59,282791.0,0.67,8500,4.46
36,010950,S-Oil,KOSPI,화학,75200,200,0.27,8466225958400,561.0,134.05,55715.0,1.35,200,0.27
37,009540,한국조선해양,KOSPI,운수장비,118500,0,0.0,8386614246000,2183.0,54.28,163436.0,0.73,0,0.0
38,010130,고려아연,KOSPI,철강금속,439500,-3000,-0.68,8293365000000,35811.0,12.27,355878.0,1.23,14000,3.19
39,003670,포스코케미칼,KOSPI,비금속광물,130500,1500,1.16,7958962710000,1569.0,83.17,15352.0,8.5,400,0.31
40,068760,셀트리온제약,KOSDAQ,제약,220900,5200,2.41,7910569713300,236.0,936.02,7674.0,28.79,0,0.0
41,086280,현대글로비스,KOSPI,운수창고업,201000,1500,0.75,7537500000000,13395.0,15.01,124541.0,1.61,3500,1.74
42,316140,우리금융지주,KOSPI,기타금융,9910,70,0.71,7157672738530,2727.0,3.63,29782.0,0.33,700,7.06
43,034220,LG디스플레이,KOSPI,전기전자,20000,100,0.5,7156314000000,,,31694.0,0.63,0,0.0
44,019170,신풍제약,KOSPI,의약품,131500,0,0.0,6967526185000,35.0,3757.14,3782.0,34.77,0,0.0
45,006800,미래에셋대우,KOSPI,증권,10150,150,1.5,6549961541200,956.0,10.62,11236.0,0.9,260,2.56
46,024110,기업은행,KOSPI,은행,8830,-40,-0.45,6522406298800,2242.0,3.94,33567.0,0.26,670,7.59
47,097950,CJ제일제당,KOSPI,음식료품,432500,27500,6.79,6510935445000,9516.0,45.45,297949.0,1.45,3500,0.81
48,030200,KT,KOSPI,통신업,24400,-250,-1.01,6371128115200,2526.0,9.66,52341.0,0.47,1100,4.51
49,004020,현대제철,KOSPI,철강금속,46750,2300,5.17,6238590448750,130.0,359.62,126631.0,0.37,750,1.6
50,352820,빅히트,KOSPI,서비스업,160500,3500,2.23,5717613480000,2951.0,54.39,6113.0,26.26,0,0.0
51,008930,한미사이언스,KOSPI,기타금융,84800,-5700,-6.3,5597745435200,467.0,181.58,9607.0,8.83,200,0.24
52,021240,코웨이,KOSPI,서비스업,74100,700,0.95,5468551767900,4611.0,16.07,14611.0,5.07,2400,3.24
53,032640,LG유플러스,KOSPI,통신업,12450,0,0.0,5435811444450,1005.0,12.39,16218.0,0.77,400,3.21
54,034020,두산중공업,KOSPI,기계,14200,50,0.35,5319842702000,,,11643.0,1.22,0,0.0
55,028300,에이치엘비,KOSDAQ,운송장비·부품,97900,900,0.93,5186124251000,,,3835.0,25.53,0,0.0
56,011200,HMM,KOSPI,운수창고업,15750,-400,-2.48,5145939587250,,,3420.0,4.61,0,0.0
57,035250,강원랜드,KOSPI,서비스업,24000,600,2.56,5134572000000,1651.0,14.54,17377.0,1.38,900,3.75
58,000100,유한양행,KOSPI,의약품,76700,1800,2.4,5127917327000,616.0,124.51,23178.0,3.31,400,0.52
59,011780,금호석유,KOSPI,화학,167500,-4500,-2.62,5103338242500,10549.0,15.88,78488.0,2.13,1500,0.9
60,271560,오리온,KOSPI,음식료품,127500,4000,3.24,5040856830000,5454.0,23.38,41042.0,3.11,600,0.47
61,071050,한국금융지주,KOSPI,기타금융,89800,1200,1.35,5004194081600,14467.0,6.21,81250.0,1.11,2900,3.23
62,139480,이마트,KOSPI,유통업,179000,10500,6.23,4989771601000,7620.0,23.49,315997.0,0.57,2000,1.12
63,096530,씨젠,KOSDAQ,제약,186600,-3400,-1.79,4895268132000,1026.0,181.87,5815.0,32.09,100,0.05
64,003490,대한항공,KOSPI,운수창고업,27900,-300,-1.06,4860450992700,,,23149.0,1.21,0,0.0
65,006280,녹십자,KOSPI,의약품,411500,-12500,-2.95,4809010387000,,,89738.0,4.59,1000,0.24
66,161390,한국타이어앤테크놀로지,KOSPI,화학,38650,1250,3.34,4787771416850,3387.0,11.41,57774.0,0.67,550,1.42
67,002790,아모레G,KOSPI,화학,57400,2100,3.8,4733099532000,1444.0,39.75,35078.0,1.64,300,0.52
68,011070,LG이노텍,KOSPI,전기전자,193500,5500,2.93,4579585204500,4323.0,44.76,93151.0,2.08,300,0.16
69,010140,삼성중공업,KOSPI,운수장비,7250,-110,-1.49,4567500000000,,,8324.0,0.87,0,0.0
70,000720,현대건설,KOSPI,건설업,41000,450,1.11,4565586365000,3656.0,11.21,59778.0,0.69,600,1.46
71,128940,한미약품,KOSPI,의약품,381000,-13000,-3.3,4512194049000,4352.0,87.55,60099.0,6.34,500,0.13
72,267250,현대중공업지주,KOSPI,화학,285500,-3000,-1.04,4510505153500,11848.0,24.1,490707.0,0.58,18500,6.48
73,196170,알테오젠,KOSDAQ,기타서비스,160400,-6600,-3.95,4504497160000,,,2519.0,63.68,0,0.0
74,285130,SK케미칼,KOSPI,화학,382000,-3500,-0.91,4485213272000,802.0,476.31,54214.0,7.05,450,0.12
75,180640,한진칼,KOSPI,운수창고업,65400,1800,2.83,4333568154000,,,20882.0,3.13,255,0.39
76,247540,에코프로비엠,KOSDAQ,일반전기전자,194000,8400,4.53,4080822204000,1750.0,110.86,18010.0,10.77,150,0.08
77,011790,SKC,KOSPI,화학,106500,4500,4.41,4032973737000,1686.0,63.17,41542.0,2.56,1000,0.94
78,000120,CJ대한통운,KOSPI,운수창고업,173000,-1500,-0.86,3946535512000,1349.0,128.24,131146.0,1.32,0,0.0
79,016360,삼성증권,KOSPI,증권,44000,400,0.92,3929200000000,4388.0,10.03,55423.0,0.79,1700,3.86
80,004990,롯데지주,KOSPI,기타금융,37150,950,2.62,3897378154550,,,63267.0,0.59,1100,2.96
81,078930,GS,KOSPI,기타금융,41600,2100,5.32,3865279724800,5745.0,7.24,93746.0,0.44,1900,4.57
82,029780,삼성카드,KOSPI,기타금융,32600,300,0.93,3776999846600,3225.0,10.11,59525.0,0.55,1600,4.91
83,336260,두산퓨얼셀,KOSPI,전기전자,57100,1400,2.51,3739691754600,162.0,352.47,2277.0,25.08,0,0.0
84,039490,키움증권,KOSPI,증권,152000,4500,3.05,3650944392000,14017.0,10.84,87976.0,1.73,2000,1.32
85,204320,만도,KOSPI,운수장비,77400,9700,14.33,3634481088000,2360.0,32.8,32193.0,2.4,550,0.71
86,036490,SK머티리얼즈,KOSDAQ,반도체,332900,-7100,-2.09,3511320341700,13507.0,24.65,44730.0,7.44,3850,1.16
87,293490,카카오게임즈,KOSDAQ,디지털컨텐츠,47000,850,1.84,3483481563000,197.0,238.58,7443.0,6.31,0,0.0
88,035760,CJ ENM,KOSDAQ,방송서비스,156200,8500,5.75,3425333854800,5310.0,29.42,134364.0,1.16,1400,0.9
89,003090,대웅,KOSPI,기타금융,58900,-5200,-8.11,3424562622000,1446.0,40.73,10795.0,5.46,100,0.17
90,005940,NH투자증권,KOSPI,증권,12150,0,0.0,3419117977050,1585.0,7.67,17934.0,0.68,500,4.12
91,263750,펄어비스,KOSDAQ,디지털컨텐츠,260000,6000,2.36,3400761000000,13002.0,20.0,45229.0,5.75,0,0.0
92,012750,에스원,KOSPI,서비스업,88600,1100,1.26,3366727170800,4337.0,20.43,34937.0,2.54,2500,2.82
93,003410,쌍용양회,KOSPI,비금속광물,6670,-90,-1.33,3360743498650,259.0,25.75,3566.0,1.87,42,0.63
94,006360,GS건설,KOSPI,건설업,41750,950,2.33,3355460567750,5590.0,7.47,49623.0,0.84,1000,2.4
95,026960,동서,KOSPI,유통업,33500,150,0.45,3339950000000,1388.0,24.14,13419.0,2.5,700,2.09
96,032500,케이엠더블유,KOSDAQ,통신장비,82100,1500,1.86,3269294494300,2654.0,30.93,5444.0,15.08,0,0.0
97,241560,두산밥캣,KOSPI,기계,32500,-150,-0.46,3258097895000,2716.0,11.97,39692.0,0.82,1200,3.69
98,008770,호텔신라,KOSPI,유통업,82900,100,0.12,3253669230900,4483.0,18.49,22979.0,3.61,350,0.42
99,012510,더존비즈온,KOSPI,서비스업,108000,4000,3.85,3251444976000,1684.0,64.13,11427.0,9.45,470,0.44
100,023530,롯데쇼핑,KOSPI,유통업,113500,7000,6.57,3210773692500,,,376333.0,0.3,3800,3.35
101,042660,대우조선해양,KOSPI,운수장비,29550,0,0.0,3170439268950,,,35025.0,0.84,0,0.0
102,005830,DB손해보험,KOSPI,보험,43800,150,0.34,3101040000000,5966.0,7.34,84026.0,0.52,1500,3.42
103,112610,씨에스윈드,KOSPI,기계,174500,-2500,-1.41,3016357267500,1955.0,89.26,18709.0,9.33,460,0.26
104,253450,스튜디오드래곤,KOSDAQ,오락·문화,99800,200,0.2,2994433631000,941.0,106.06,15242.0,6.55,0,0.0
105,001040,CJ,KOSPI,기타금융,102500,7600,8.01,2990642295000,8240.0,12.44,126448.0,0.81,1850,1.8
106,307950,현대오토에버,KOSPI,서비스업,141500,4000,2.91,2971500000000,2673.0,52.94,24259.0,5.83,710,0.5
107,036460,한국가스공사,KOSPI,전기가스업,31900,0,0.0,2944784700000,395.0,80.76,85073.0,0.37,380,1.19
108,088350,한화생명,KOSPI,보험,3390,30,0.89,2944316700000,18.0,188.33,14606.0,0.23,30,0.88
109,000210,대림산업,KOSPI,건설업,83000,0,0.0,2888400000000,17223.0,4.82,153815.0,0.54,1300,1.57
110,095700,제넥신,KOSDAQ,기타서비스,116500,-3000,-2.51,2877290671000,,,12496.0,9.32,0,0.0
111,007070,GS리테일,KOSPI,유통업,36250,700,1.97,2791250000000,1729.0,20.97,28232.0,1.28,750,2.07
112,028050,삼성엔지니어링,KOSPI,서비스업,14100,-150,-1.05,2763600000000,1493.0,9.44,6749.0,2.09,0,0.0
113,047810,한국항공우주,KOSPI,운수장비,28150,-150,-0.53,2743924262050,1748.0,16.1,11714.0,2.4,400,1.42
114,081660,휠라홀딩스,KOSPI,유통업,44450,-650,-1.44,2700436267900,4382.0,10.14,20448.0,2.17,219,0.49
115,028670,팬오션,KOSPI,운수창고업,4995,-85,-1.67,2670174712440,284.0,17.59,5400.0,0.93,0,0.0
116,020150,일진머티리얼즈,KOSPI,전기전자,56400,3800,7.22,2600651094000,1016.0,55.51,12390.0,4.55,50,0.09
117,008560,메리츠증권,KOSPI,증권,3760,-10,-0.27,2541616093520,924.0,4.07,5695.0,0.66,200,5.32
118,009240,한샘,KOSPI,유통업,107500,-500,-0.46,2529897260000,2423.0,44.37,25215.0,4.26,1200,1.12
119,006260,LS,KOSPI,기타금융,78500,100,0.13,2527700000000,912.0,86.07,98330.0,0.8,1450,1.85
120,145020,휴젤,KOSDAQ,제약,198000,200,0.1,2508686730000,3641.0,54.38,55220.0,3.59,0,0.0
121,047040,대우건설,KOSPI,건설업,5900,-40,-0.67,2452173564200,508.0,11.61,5916.0,1.0,0,0.0
122,000080,하이트진로,KOSPI,음식료품,34800,-600,-1.69,2440649662800,,,14488.0,2.4,700,2.01
123,064350,현대로템,KOSPI,운수장비,22350,650,3.0,2439330248550,,,9695.0,2.31,0,0.0
124,000990,DB하이텍,KOSPI,전기전자,54900,900,1.67,2437482481200,2410.0,22.78,14483.0,3.79,350,0.64
125,282330,BGF리테일,KOSPI,유통업,141000,4500,3.3,2437030746000,8763.0,16.09,36022.0,3.91,2700,1.91
126,004170,신세계,KOSPI,유통업,247500,7500,3.13,2436682297500,52658.0,4.7,398826.0,0.62,2000,0.81
127,030000,제일기획,KOSPI,서비스업,20950,350,1.7,2410113663750,1363.0,15.37,8229.0,2.55,820,3.91
128,185750,종근당,KOSPI,의약품,219000,-11000,-4.78,2383965015000,4751.0,46.1,41506.0,5.28,900,0.41
129,010060,OCI,KOSPI,화학,99600,300,0.3,2375397351600,,,110515.0,0.9,0,0.0
130,000880,한화,KOSPI,화학,31300,300,0.97,2346208405500,1051.0,29.78,45198.0,0.69,700,2.24
131,011210,현대위아,KOSPI,운수장비,85900,15100,21.33,2336057629700,2078.0,41.34,113690.0,0.76,700,0.81
132,357780,솔브레인,KOSDAQ,화학,288600,-2000,-0.69,2244894147600,,,,,0,0.0
133,005250,녹십자홀딩스,KOSPI,서비스업,47700,-2050,-4.12,2243245617000,59.0,808.47,16407.0,2.91,325,0.68
134,240810,원익IPS,KOSDAQ,반도체,45250,-500,-1.09,2221046520250,899.0,50.33,11543.0,3.92,0,0.0
135,058470,리노공업,KOSDAQ,반도체,143100,3600,2.58,2181183147000,3485.0,41.06,19694.0,7.27,1200,0.84
136,014680,한솔케미칼,KOSPI,화학,193000,4000,2.12,2179972635000,7798.0,24.75,39713.0,4.86,1500,0.78
137,010120,LS ELECTRIC,KOSPI,전기전자,71400,-2200,-2.99,2142000000000,3542.0,20.16,45353.0,1.57,1200,1.68
138,007310,오뚜기,KOSPI,음식료품,581000,8000,1.4,2133420961000,29693.0,19.57,354385.0,1.64,7500,1.29
139,066970,엘앤에프,KOSDAQ,IT부품,75300,-900,-1.18,2112822293700,,,5040.0,14.94,50,0.07
140,010620,현대미포조선,KOSPI,운수장비,52800,-600,-1.12,2108945467200,1335.0,39.55,58022.0,0.91,350,0.66
141,235980,메드팩토,KOSDAQ,기타서비스,103300,-2300,-2.18,2101363928600,,,3897.0,26.51,0,0.0
142,001450,현대해상,KOSPI,보험,23050,0,0.0,2060670000000,3161.0,7.29,50452.0,0.46,880,3.82
143,078340,컴투스,KOSDAQ,디지털컨텐츠,160000,1500,0.95,2058627200000,9160.0,17.47,71478.0,2.24,1400,0.88
144,069620,대웅제약,KOSPI,의약품,175500,-5000,-2.77,2033443912500,2132.0,82.32,44820.0,3.92,600,0.34
145,009420,한올바이오파마,KOSPI,의약품,37600,-1300,-3.34,1964247988800,375.0,100.27,2688.0,13.99,0,0.0
146,272210,한화시스템,KOSPI,전기전자,17750,600,3.5,1956589404750,706.0,25.14,8786.0,2.02,310,1.75
147,047050,포스코인터내셔널,KOSPI,유통업,15850,-450,-2.76,1955496111650,1697.0,9.34,24703.0,0.64,700,4.42
148,278280,천보,KOSDAQ,화학,195000,6000,3.17,1950000000000,2348.0,83.05,21034.0,9.27,300,0.15
149,138930,BNK금융지주,KOSPI,기타금융,5780,0,0.0,1883905721880,1647.0,3.51,25415.0,0.23,360,6.23
150,002380,KCC,KOSPI,화학,210500,5000,2.43,1870602145500,,,421723.0,0.5,5500,2.61
151,009900,명신산업,KOSPI,운수장비,45750,1750,3.98,1865644740000,1419.0,32.24,2235.0,20.47,0,0.0
152,004370,농심,KOSPI,음식료품,305000,5000,1.67,1855205810000,12277.0,24.84,316955.0,0.96,4000,1.31
153,006650,대한유화,KOSPI,화학,285000,-5500,-1.89,1852500000000,17218.0,16.55,273632.0,1.04,2500,0.88
154,294870,HDC현대산업개발,KOSPI,건설업,28100,-150,-0.53,1851995973000,8731.0,3.22,47095.0,0.6,500,1.78
155,069960,현대백화점,KOSPI,유통업,79000,4300,5.76,1848792839000,8639.0,9.14,181263.0,0.44,1000,1.27
156,005290,동진쎄미켐,KOSDAQ,반도체,35900,250,0.7,1845780334600,1138.0,31.55,6931.0,5.18,90,0.25
157,017800,현대엘리베이,KOSPI,기계,44250,150,0.34,1806072201750,1190.0,37.18,22966.0,1.93,900,2.03
158,003000,부광약품,KOSPI,의약품,27750,550,2.02,1799253889500,,,4489.0,6.18,200,0.72
159,237690,에스티팜,KOSDAQ,제약,96100,-1600,-1.64,1792841600000,,,16132.0,5.96,0,0.0
160,042670,두산인프라코어,KOSPI,기계,8290,-130,-1.54,1789916448800,1153.0,7.19,10677.0,0.78,0,0.0
161,000060,메리츠화재,KOSPI,보험,14750,50,0.34,1779218750000,2693.0,5.48,21397.0,0.69,850,5.76
162,323990,박셀바이오,KOSDAQ,기타서비스,229700,-39800,-14.77,1728033100000,,,697.0,329.56,0,0.0
163,000250,삼천당제약,KOSDAQ,제약,75600,-2400,-3.08,1721263899600,488.0,154.92,7142.0,10.59,50,0.07
164,010780,아이에스동서,KOSPI,비금속광물,55600,100,0.18,1717628893600,2141.0,25.97,35551.0,1.56,700,1.26
165,004800,효성,KOSPI,기타금융,79500,2400,3.11,1675146487500,5100.0,15.59,115817.0,0.69,5000,6.29
166,012450,한화에어로스페이스,KOSPI,운수장비,32750,1950,6.33,1658132500000,2558.0,12.8,48217.0,0.68,0,0.0
167,098460,고영,KOSDAQ,기계·장비,117300,-3700,-3.06,1610640552300,2192.0,53.51,17763.0,6.6,550,0.47
168,336370,솔루스첨단소재,KOSPI,전기전자,52200,1000,1.95,1596785367600,113.0,461.95,3551.0,14.7,0,0.0
169,141080,레고켐바이오,KOSDAQ,기타서비스,65300,-2900,-4.25,1546552531800,641.0,101.87,4741.0,13.77,0,0.0
170,030190,NICE평가정보,KOSDAQ,기타서비스,25250,1350,5.65,1533049205000,682.0,37.02,3692.0,6.84,230,0.91
171,268600,셀리버리,KOSDAQ,기타서비스,186000,4100,2.25,1522429902000,,,3489.0,53.31,0,0.0
172,060250,NHN한국사이버결제,KOSDAQ,소프트웨어,66100,-300,-0.45,1518409077300,1040.0,63.56,5192.0,12.73,230,0.35
173,004000,롯데정밀화학,KOSPI,화학,58700,700,1.21,1514460000000,6611.0,8.88,57873.0,1.01,1700,2.9
174,181710,NHN,KOSPI,서비스업,76400,2000,2.69,1494767910000,656.0,116.46,80696.0,0.95,0,0.0
175,200130,콜마비앤에이치,KOSDAQ,제약,49950,-950,-1.87,1475700722100,1844.0,27.09,8544.0,5.85,250,0.5
176,140410,메지온,KOSDAQ,기타서비스,165600,-3500,-2.07,1472632113600,,,4920.0,33.66,0,0.0
177,013890,지누스,KOSPI,기타제조업,101500,2400,2.42,1462285023500,5999.0,16.92,26336.0,3.85,1250,1.23
178,111770,영원무역,KOSPI,유통업,33000,600,1.85,1462278444000,3791.0,8.7,41602.0,0.79,400,1.21
179,003520,영진약품,KOSPI,의약품,7990,-10,-0.13,1461312920690,28.0,285.36,633.0,12.62,0,0.0
180,056190,에스에프에이,KOSDAQ,기계·장비,40200,150,0.37,1443532152000,3939.0,10.21,24380.0,1.65,1056,2.63
181,064760,티씨케이,KOSDAQ,반도체,122500,1900,1.58,1430187500000,4011.0,30.54,18883.0,6.49,900,0.73
182,034230,파라다이스,KOSDAQ,오락·문화,15600,250,1.63,1418705683200,177.0,88.14,13924.0,1.12,100,0.64
183,039030,이오테크닉스,KOSDAQ,반도체,114600,900,0.79,1411820430000,984.0,116.46,31593.0,3.63,150,0.13
184,039200,오스코텍,KOSDAQ,제약,47950,-3050,-5.98,1400154912450,,,1708.0,28.07,0,0.0
185,000240,한국테크놀로지그룹,KOSPI,기타금융,15000,500,3.45,1395302595000,1650.0,9.09,35269.0,0.43,350,2.33
186,035900,JYP Ent.,KOSDAQ,오락·문화,37800,1150,3.14,1341805197600,947.0,39.92,4477.0,8.44,155,0.41
187,007700,F&F,KOSPI,섬유의복,86600,300,0.35,1333640000000,7158.0,12.1,31366.0,2.76,1000,1.15
188,138040,메리츠금융지주,KOSPI,기타금융,9930,0,0.0,1330732149420,2797.0,3.55,19600.0,0.51,550,5.54
189,214320,이노션,KOSPI,서비스업,66300,700,1.07,1326000000000,3681.0,18.01,38184.0,1.74,1500,2.26
190,084850,아이티엠반도체,KOSDAQ,반도체,56400,800,1.44,1303167176400,2220.0,25.41,11668.0,4.83,0,0.0
191,051600,한전KPS,KOSPI,건설업,28950,-100,-0.34,1302750000000,3407.0,8.5,23632.0,1.23,1920,6.63
192,069080,웹젠,KOSDAQ,디지털컨텐츠,36700,600,1.66,1295909442800,1369.0,26.81,10064.0,3.65,0,0.0
193,086520,에코프로,KOSDAQ,IT부품,58500,3000,5.41,1292276173500,946.0,61.84,12226.0,4.78,300,0.51
194,067630,에이치엘비생명과학,KOSDAQ,기타서비스,27400,300,1.11,1289730412200,,,7094.0,3.86,0,0.0
195,046890,서울반도체,KOSDAQ,반도체,21950,200,0.92,1279803530000,601.0,36.52,11339.0,1.94,156,0.71
196,298380,에이비엘바이오,KOSDAQ,제약,27500,-1100,-3.85,1271771187500,,,2914.0,9.44,0,0.0
197,001740,SK네트웍스,KOSPI,유통업,5100,-10,-0.2,1265756999700,,,8713.0,0.59,120,2.35
198,016380,KG동부제철,KOSPI,철강금속,12650,-350,-2.69,1265112547050,,,8886.0,1.42,0,0.0
199,086450,동국제약,KOSDAQ,제약,28350,500,1.8,1260441000000,1283.0,22.1,8031.0,3.53,160,0.56
200,022100,포스코 ICT,KOSDAQ,기타서비스,8290,-150,-1.78,1260367903410,258.0,32.13,2402.0,3.45,50,0.6
201,004490,세방전지,KOSPI,전기전자,89800,-700,-0.77,1257200000000,5701.0,15.75,75298.0,1.19,500,0.56
202,144510,녹십자랩셀,KOSDAQ,기타서비스,118600,-5200,-4.2,1251710804400,,,4174.0,28.41,25,0.02
203,139130,DGB금융지주,KOSPI,기타금융,7230,30,0.42,1222924372590,1900.0,3.81,27296.0,0.26,410,5.67
204,025900,동화기업,KOSDAQ,종이·목재,60000,1800,3.09,1211902920000,1581.0,37.95,26226.0,2.29,150,0.25
205,006120,SK디스커버리,KOSPI,기타금융,63300,-1300,-2.01,1205096221500,8846.0,7.16,82498.0,0.77,700,1.11
206,001440,대한전선,KOSPI,전기전자,1400,5,0.36,1199062212600,,,345.0,4.06,0,0.0
207,031430,신세계인터내셔날,KOSPI,유통업,166000,4000,2.47,1185240000000,10361.0,16.02,83650.0,1.98,1100,0.66
208,120110,코오롱인더,KOSPI,화학,43900,1700,4.03,1184371076000,1087.0,40.39,67767.0,0.65,900,2.05
209,192080,더블유게임즈,KOSPI,서비스업,64400,800,1.26,1183317928800,6541.0,9.85,35440.0,1.82,350,0.54
210,007570,일양약품,KOSPI,의약품,62000,-600,-0.96,1183311168000,548.0,113.14,10081.0,6.15,120,0.19
211,161890,한국콜마,KOSPI,화학,50600,-1000,-1.94,1157787708000,1284.0,39.41,20601.0,2.46,330,0.65
212,088800,에이스테크,KOSDAQ,통신장비,28000,2050,7.9,1146821984000,,,2275.0,12.31,0,0.0
213,218410,RFHIC,KOSDAQ,일반전기전자,47200,2050,4.54,1125607664000,857.0,55.08,8351.0,5.65,200,0.42
214,175330,JB금융지주,KOSPI,기타금융,5710,30,0.53,1124772324740,1641.0,3.48,17615.0,0.32,300,5.25
215,073240,금호타이어,KOSPI,화학,3880,0,0.0,1114569913560,,,4383.0,0.89,0,0.0
216,093370,후성,KOSPI,화학,12000,-200,-1.64,1111281828000,87.0,137.93,2295.0,5.23,15,0.13
217,085660,차바이오텍,KOSDAQ,제약,20400,-350,-1.69,1072000048800,884.0,23.08,7187.0,2.84,0,0.0
218,178920,PI첨단소재,KOSDAQ,화학,36500,-150,-0.41,1071870753000,603.0,60.53,8557.0,4.27,315,0.86
219,082270,젬백스,KOSDAQ,기계·장비,26900,-700,-2.54,1065167477600,,,2467.0,10.9,0,0.0
220,069260,휴켐스,KOSPI,화학,26000,-100,-0.38,1062843288000,1812.0,14.35,15970.0,1.63,1000,3.85
221,001120,LG상사,KOSPI,유통업,27250,50,0.18,1056210000000,739.0,36.87,30224.0,0.9,300,1.1
222,000670,영풍,KOSPI,철강금속,573000,0,0.0,1055488920000,135469.0,4.23,1767872.0,0.32,10000,1.75
223,108320,실리콘웍스,KOSDAQ,반도체,64700,700,1.09,1052300210000,2370.0,27.3,29033.0,2.23,830,1.28
224,048530,인트론바이오,KOSDAQ,제약,31950,1350,4.41,1051891032150,,,2032.0,15.72,0,0.0
